objID,ra,dec,r,u,g,i,z,u_r,g_r,g_i,r_i,r_z,photoz,radmpc,vel
1237651754560455344,210.301990388032,2.85660993642229,20.07023,25.75813,21.25648,19.59756,19.25438,5.687895,1.186247,1.658926,0.4726791,0.8158493,0.272079,0.688432549638815,70784.6050989385
1237651754560455363,210.304156905456,2.75663562442414,19.58246,23.28782,21.07897,19.00651,18.64358,3.705355,1.496511,2.07246,0.5759487,0.938879,0.289745,1.84578580951868,74675.9003942474
1237651754560455366,210.305925434122,2.79946113982544,21.04665,22.99449,21.71765,20.95188,21.65319,1.947834,0.6709938,0.76577,0.09477615,-0.6065426,0.230569,1.30652754391076,61322.5467511277
1237651754560455371,210.309148123642,2.84693706072056,19.73492,23.4649,21.1435,19.17579,18.82486,3.729986,1.408585,1.967707,0.5591221,0.9100533,0.285727,0.844397129033972,73797.8568214403
1237651754560455377,210.310356308061,2.82738233700985,19.55983,25.44185,20.83355,19.13788,18.89957,5.882015,1.273712,1.695663,0.4219513,0.6602592,0.241589,1.03118118092175,63878.7286558606
1237651754560455391,210.31342108548,2.76590678719684,19.62214,22.43769,20.9461,19.09832,18.76818,2.815548,1.323959,1.847775,0.5238152,0.8539562,0.274781,1.77647078812824,71384.9490057166
1237651754560455401,210.315753752393,2.74967207931725,22.47312,24.42504,24.52736,22.26133,22.32324,1.951918,2.054235,2.266024,0.2117882,0.1498814,0.290598,1.99943965330916,74861.7934983464
1237651754560455426,210.323378355311,2.80421759401076,20.17262,22.00134,20.92241,19.77531,19.53539,1.828722,0.7497921,1.147102,0.3973103,0.6372261,0.247979,1.39752581807885,65346.2251307753
1237651754560455452,210.32587829109,2.7823235787714,19.35083,22.67725,20.82998,18.84233,18.39205,3.326414,1.479145,1.987652,0.5085068,0.958786,0.293829,1.66464046635965,75564.1863310476
1237651754560455469,210.332223519829,2.81907142387232,20.05309,25.72026,21.5301,19.58729,19.15593,5.66717,1.477001,1.942806,0.4658051,0.8971615,0.301028,1.3412642048972,77119.7764109536
1237651754560455509,210.340438047669,2.78861177169326,19.41125,22.42372,20.80066,18.85834,18.61748,3.012474,1.38942,1.942326,0.552906,0.793766,0.275259,1.72379934392481,71490.9646354639
1237651754560455511,210.341127454047,2.81269488729721,20.52952,23.16683,21.64457,20.64744,20.68815,2.637312,1.115049,0.9971275,-0.1179218,-0.1586323,0.237691,1.4963569689557,62978.2630820094
1237651754560455524,210.342781119401,2.79652348672392,18.71951,21.36812,20.05479,18.18224,17.84457,2.648619,1.335285,1.872549,0.5372639,0.8749332,0.276654,1.6660626123795,71800.0045588752
1237651754560455525,210.344906556042,2.798520267168,19.32149,22.80954,20.72429,18.78743,18.44773,3.488052,1.402803,1.936855,0.5340519,0.8737583,0.261258,1.66835976303639,68361.4513270991
1237651754560455528,210.343490506618,2.82477894547391,19.8604,22.9278,21.00632,19.43709,19.36842,3.067398,1.145916,1.569235,0.4233189,0.4919853,0.27785,1.4239701738068,72064.5702332892
1237651754560455547,210.344534310352,2.7728945207414,20.61888,22.21328,21.21549,20.46022,20.61671,1.594398,0.5966148,0.7552738,0.158659,0.002164841,0.26123,1.93090829071378,68355.1386829735
1237651754560455597,210.357641774039,2.79357018389386,19.22239,23.01179,20.54329,18.72752,18.28992,3.7894,1.320898,1.815765,0.4948673,0.9324627,0.241923,1.84987102137446,63955.7052132309
1237651754560455598,210.356186097476,2.79222215189182,19.34969,25.43023,20.81215,18.84943,18.45001,6.080542,1.462467,1.962725,0.5002575,0.8996773,0.270921,1.84689068991079,70526.7395326571
1237651754560455629,210.361895332394,2.80847099677409,20.01575,22.97693,21.26891,19.57091,19.16181,2.96118,1.253155,1.698,0.4448452,0.8539371,0.296575,1.76914740558038,76159.1095438579
1237651754560455656,210.371023518088,2.84132561125906,19.8783,22.88585,21.19178,19.3811,19.00006,3.007549,1.313482,1.810675,0.4971924,0.8782406,0.298935,1.6781542446883,76668.8412653166
1237651754560455675,210.376450020836,2.80860221959118,19.40761,22.12514,20.70405,18.88817,18.65281,2.717531,1.296446,1.815882,0.5194359,0.7547989,0.264572,1.94237588387324,69106.7845630139
1237651754560455830,210.254984079272,2.79868227184849,21.58303,24.7121,23.43441,21.71005,21.57658,3.129074,1.851381,1.724363,-0.127018,0.006454468,0.206717,1.13369129996409,55678.2867415291
1237651754560455936,210.315080804108,2.84654140146985,22.33613,24.63919,23.93147,22.14609,20.91008,2.303057,1.595345,1.785389,0.1900444,1.426048,0.252662,0.919552938021041,66414.831775969
1237651754560456013,210.364331906126,2.82414316444149,22.38072,23.57567,25.19651,25.0134,21.88585,1.194948,2.815784,0.1831055,-2.632679,0.494873,0.213522,1.6851162867774,57304.2683589521
1237674604288213250,210.201122719004,2.78401380543281,18.35564,22.62135,19.91182,17.80961,17.43949,4.265707,1.556181,2.102215,0.5460339,0.9161491,0.273021,1.56919890043556,70994.1149860444
1237674604288213271,210.168125611268,2.80442683635363,18.81088,22.48383,20.25687,18.31402,17.96119,3.672945,1.44599,1.94285,0.4968605,0.8496914,0.255501,1.65863951507487,67059.8921308775
1237674604288213274,210.203219463359,2.78073164982831,19.11789,24.32376,20.34575,18.63013,18.35167,5.205873,1.227858,1.715624,0.4877663,0.766222,0.206404,1.59432881732254,55603.1845182576
1237674604288213306,210.211558959762,2.77841901036469,19.35102,21.9982,20.68535,18.83877,18.43799,2.647177,1.334332,1.846584,0.5122528,0.9130268,0.295774,1.56915324148684,75985.7563668856
1237674604288213432,210.134670546782,2.83234693290363,20.41622,23.26786,21.40627,20.40049,21.24267,2.851641,0.9900551,1.005781,0.01572609,-0.8264503,0.212165,1.87541317993172,56981.0391587443
1237674604288213499,210.152279697764,2.80293903555833,20.73464,22.51316,21.48052,20.35181,20.80134,1.778524,0.7458801,1.128708,0.3828278,-0.06669617,0.236526,1.85010623671926,62708.3429459859
1237674604288213647,210.209277189611,2.75237210089705,19.25866,21.61965,20.24388,18.80243,18.58125,2.360991,0.9852219,1.44145,0.4562283,0.6774063,0.208794,1.92177816200886,56175.8990976125
1237674604288278557,210.248515947543,2.74665134712251,20.89548,22.97819,21.7214,20.53192,21.02382,2.082708,0.8259201,1.189474,0.363554,-0.1283417,0.227566,1.87652918893388,60620.3567350399
1237674604288278750,210.244658071503,2.74288065522575,18.54611,21.82314,20.0989,17.96873,17.61672,3.277035,1.552794,2.130167,0.5773735,0.929388,0.281862,1.93473438295898,72949.3636653006
1237674604288279442,210.235407731544,2.7604197720824,21.82012,22.25431,23.31613,22.37024,21.40989,0.4341869,1.49601,0.9458885,-0.5501213,0.4102268,0.234846,1.70766632519165,62318.4732559813
